Date,Open,High,Low,Close,Adj Close,Volume,day_of_week,month,year,Returns,Adj_Close_Lag_1,Adj_Close_Lag_2,Adj_Close_Lag_3,Rolling_Mean,Rolling_Std,30-Day MA,EMA,ROC,RSI,ATR
2016-01-04,32.81449890136719,32.88600158691406,31.375499725341797,31.84950065612793,31.84950065612793,186290000,0,1,2016,0.15999984741210938,31.84950065612793,31.84950065612793,31.84950065612793,31.10035732814244,0.6236160103322904,99.54063481866744,31.84950065612793,0.4663544420442872,54.86170144031358,2.6980861327045758
2016-01-05,32.34299850463867,32.34550094604492,31.38249969482422,31.68950080871582,31.68950080871582,116452000,1,1,2016,0.15999984741210938,31.84950065612793,31.84950065612793,31.84950065612793,31.10035732814244,0.6236160103322904,99.54063481866744,31.76061185201009,0.4663544420442872,54.86170144031358,2.6980861327045758
2016-01-06,31.100000381469727,31.989500045776367,31.015499114990234,31.63249969482422,31.63249969482422,106584000,2,1,2016,0.05700111389160156,31.68950080871582,31.84950065612793,31.84950065612793,31.10035732814244,0.6236160103322904,99.54063481866744,31.708106869556865,0.4663544420442872,54.86170144031358,2.6980861327045758
2016-01-07,31.09000015258789,31.5,30.260499954223633,30.39699935913086,30.39699935913086,141498000,3,1,2016,1.2355003356933594,31.63249969482422,31.68950080871582,31.84950065612793,31.10035732814244,0.6236160103322904,99.54063481866744,31.26396475897895,0.4663544420442872,54.86170144031358,2.6980861327045758
2016-01-08,30.982999801635742,31.207000732421875,30.299999237060547,30.352500915527344,30.352500915527344,110258000,4,1,2016,0.044498443603515625,30.39699935913086,31.63249969482422,31.68950080871582,31.10035732814244,0.6236160103322904,99.54063481866744,30.992824872183494,0.4663544420442872,54.86170144031358,2.6980861327045758
2016-01-11,30.624000549316406,30.99250030517578,29.928499221801758,30.886999130249023,30.886999130249023,97832000,0,1,2016,-0.5344982147216797,30.352500915527344,30.39699935913086,31.63249969482422,31.10035732814244,0.6236160103322904,99.54063481866744,30.964140212321823,-3.0220301921553623,54.86170144031358,2.6980861327045758
2016-01-12,31.262500762939453,31.29949951171875,30.61199951171875,30.894500732421875,30.894500732421875,94482000,1,1,2016,-0.0075016021728515625,30.886999130249023,30.352500915527344,30.39699935913086,31.10035732814244,0.6236160103322904,99.54063481866744,30.946516317771415,-2.5087175752395883,54.86170144031358,2.6980861327045758
2016-01-13,31.04400062561035,31.04400062561035,28.95800018310547,29.090499877929688,29.090499877929688,153104000,2,1,2016,1.8040008544921875,30.894500732421875,30.886999130249023,30.352500915527344,30.706214359828405,0.8873417284289166,99.54063481866744,30.50048066488056,-8.036038382734764,54.86170144031358,2.6980861327045758
2016-01-14,29.012500762939453,30.112499237060547,28.493999481201172,29.649999618530273,29.649999618530273,144760000,3,1,2016,-0.5594997406005859,29.090499877929688,30.894500732421875,30.886999130249023,30.414857046944753,0.8444688479395078,99.54063481866744,30.30401532391542,-2.4574785549554483,54.86170144031358,2.6980861327045758
2016-01-15,28.61199951171875,29.231000900268555,28.264999389648438,28.509000778198242,28.509000778198242,155690000,4,1,2016,1.1409988403320312,29.649999618530273,29.090499877929688,30.894500732421875,29.968642915998185,0.916028652702553,99.54063481866744,29.9018278652234,-6.073635060450743,54.86170144031358,2.6980861327045758
2016-01-19,28.85449981689453,29.200000762939453,28.322500228881836,28.724000930786133,28.724000930786133,96144000,1,1,2016,-0.21500015258789062,28.509000778198242,29.649999618530273,29.090499877929688,29.72964314052037,1.0000374272714765,99.54063481866744,29.64412606199634,-7.002940591093452,54.86170144031358,2.6980861327045758
2016-01-20,28.218000411987305,28.922500610351562,27.358999252319336,28.588499069213867,28.588499069213867,159328000,2,1,2016,0.13550186157226562,28.724000930786133,28.509000778198242,29.649999618530273,29.4776428767613,1.0384425990163813,99.54063481866744,29.41742165523334,-7.464116941653636,54.86170144031358,2.6980861327045758
2016-01-21,28.679000854492188,29.440500259399414,28.410999298095703,28.750999450683594,28.750999450683594,99044000,3,1,2016,-0.16250038146972656,28.588499069213867,28.724000930786133,28.509000778198242,29.17250006539481,0.8524590763225198,99.54063481866744,29.276383563216815,-1.167049135184044,54.86170144031358,2.6980861327045758
2016-01-22,29.436500549316406,30.0049991607666,29.20549964904785,29.819000244140625,29.819000244140625,102402000,4,1,2016,-1.0680007934570312,28.750999450683594,28.588499069213867,28.724000930786133,29.018857138497488,0.5240152672403018,99.54063481866744,29.389899377720926,0.5699852539112066,35.74987865737904,1.2351435252598353
2016-01-25,29.899499893188477,30.424999237060547,29.72800064086914,29.826499938964844,29.826499938964844,87922000,0,1,2016,-0.00749969482421875,29.819000244140625,28.750999450683594,28.588499069213867,29.124000004359655,0.6079091293314308,99.54063481866744,29.480403832378062,4.621344574707564,35.81744121706568,1.1770361491612025
2016-01-26,30.172500610351562,30.225000381469727,29.518999099731445,30.0625,30.0625,75314000,1,1,2016,-0.23600006103515625,29.826499938964844,29.819000244140625,28.750999450683594,29.1829286302839,0.6827785907821856,99.54063481866744,29.600194884256204,4.659862922435974,38.71392663113587,1.1586790084838867
2016-01-27,30.09950065612793,30.16950035095215,28.93899917602539,29.167499542236328,29.167499542236328,103058000,2,1,2016,0.8950004577636719,30.0625,29.826499938964844,29.819000244140625,29.276999882289342,0.6166080775699614,99.54063481866744,29.511662237886217,2.0252916098207128,34.681831262969894,1.1770004544939314
2016-01-28,30.418500900268555,31.902999877929688,29.877500534057617,31.767499923706055,31.767499923706055,280304000,3,1,2016,-2.6000003814697266,29.167499542236328,30.0625,29.826499938964844,29.711785452706472,1.0688581366875831,99.54063481866744,29.97110638500931,10.491810826251953,57.28176159088316,1.2743933541434151
2016-01-29,28.599000930786133,29.649999618530273,28.5,29.350000381469727,29.350000381469727,293552000,4,1,2016,2.417499542236328,31.767499923706055,29.167499542236328,30.0625,29.82057135445731,0.969623795574964,99.54063481866744,29.845068791146986,-1.5728222235185636,45.74616915743396,1.443000384739467
2016-02-01,28.907499313354492,29.09000015258789,28.515499114990234,28.74049949645996,28.74049949645996,127102000,0,2,2016,0.6095008850097656,29.350000381469727,31.767499923706055,29.167499542236328,29.81907136099679,0.9715603636165416,99.54063481866744,29.621578261836394,-3.6410589399601325,40.94953542325316,1.426607540675572
2016-02-02,28.5,28.577999114990234,27.504499435424805,27.604999542236328,27.604999542236328,126240000,1,2,2016,1.1354999542236328,28.74049949645996,29.350000381469727,31.767499923706055,29.502785546439036,1.2822788463670596,99.54063481866744,29.21450795705018,-8.174637697342774,37.334923659076935,1.4657861164637975
2016-02-03,27.674999237060547,27.799999237060547,26.094999313354492,26.553499221801758,26.553499221801758,200974000,2,2,2016,1.0515003204345703,27.604999542236328,28.74049949645996,29.350000381469727,29.035214015415736,1.679710843143466,99.54063481866744,28.67835006301878,-8.962030895549814,39.631355157300106,1.4385717936924525
2016-02-04,26.25,26.949499130249023,25.961000442504883,26.812999725341797,26.812999725341797,123982000,3,2,2016,-0.25950050354003906,26.553499221801758,27.604999542236328,28.74049949645996,28.570999690464564,1.7936474188971678,99.54063481866744,28.303064701718743,-15.596128780241314,38.11379678768327,1.3935717173985072
2016-02-05,26.464000701904297,26.47249984741211,24.95949935913086,25.10650062561035,25.10650062561035,194178000,4,2,2016,1.7064990997314453,26.812999725341797,26.553499221801758,27.604999542236328,27.990856988089426,2.183041043715428,99.54063481866744,27.660718492287245,-14.458261331194155,36.389459420692354,1.4270360129220145
2016-02-08,24.32349967956543,24.674999237060547,23.760499954223633,24.405000686645508,24.405000686645508,196510000,0,2,2016,0.7014999389648438,25.10650062561035,26.812999725341797,26.553499221801758,26.93907138279506,1.8002579456940713,99.54063481866744,27.007105651661824,-15.08498072675622,33.37055692624676,1.4605003084455217
2016-02-09,23.90049934387207,24.91900062561035,23.700000762939453,24.103500366210938,24.103500366210938,141558000,1,2,2016,0.3015003204345703,24.405000686645508,25.10650062561035,26.812999725341797,26.189571380615234,1.7195544290492017,99.54063481866744,26.424624152261465,-12.68429354859438,32.94936927130216,1.4358930587768555
2016-02-10,24.58799934387207,25.232999801635742,24.299999237060547,24.52400016784668,24.52400016784668,135724000,2,2,2016,-0.4204998016357422,24.103500366210938,24.405000686645508,25.10650062561035,25.58721433367048,1.3825254509619032,99.54063481866744,26.043578042417195,-7.643056898085798,34.23937833812636,1.4430358069283622
2016-02-11,24.558500289916992,25.46500015258789,24.200000762939453,25.19099998474121,25.19099998474121,147948000,3,2,2016,-0.6669998168945312,24.52400016784668,24.103500366210938,24.405000686645508,25.24235725402832,1.058403165156482,99.54063481866744,25.87273196651025,-6.049303536402097,32.21231461852369,1.4438214983258928
2016-02-12,25.53499984741211,25.837499618530273,25.074499130249023,25.354000091552734,25.354000091552734,107696000,4,2,2016,-0.16300010681152344,25.19099998474121,24.52400016784668,24.103500366210938,25.071000235421316,0.8952775946423993,99.54063481866744,25.768824802971103,0.9857983381798592,33.01302957552821,1.4485359191894531
2016-02-16,25.974000930786133,26.22249984741211,25.58300018310547,26.05500030517578,26.05500030517578,102370000,1,2,2016,-0.7010002136230469,25.354000091552734,25.19099998474121,24.52400016784668,24.96271460396903,0.6659260841555552,28.51531670888265,25.826130844855783,6.760907896360595,35.29843611281841,1.4601429530552454
2016-02-17,26.437000274658203,26.874000549316406,25.969499588012695,26.704999923706055,26.704999923706055,96480000,2,2,2016,-0.6499996185302734,26.05500030517578,25.354000091552734,25.19099998474121,25.19107164655413,0.9407975730213118,28.343833351135252,26.00207891115072,10.793036355590838,40.800928215890565,1.4368572235107422
2016-02-18,27.059499740600586,27.059999465942383,26.186500549316406,26.25,26.25,94700000,3,2,2016,0.4549999237060547,26.704999923706055,26.05500030517578,25.354000091552734,25.45464297703334,0.9423139268473294,28.162516657511393,26.051702444734406,7.038002855734245,25.4548694282027,1.3038571221487862
2016-02-19,26.035499572753906,26.797500610351562,25.767499923706055,26.7450008392334,26.7450008392334,99494000,4,2,2016,-0.49500083923339844,26.25,26.704999923706055,26.05500030517578,25.832000187465123,0.8337046867536656,27.9996000289917,26.190450065386504,6.1688732302547855,36.020182640325324,1.144035748073033
2016-02-22,27.110000610351562,28.032499313354492,27.054000854492188,27.975000381469727,27.975000381469727,111332000,0,2,2016,-1.2299995422363281,26.7450008392334,26.25,26.704999923706055,26.3250002179827,0.94433606287167,27.91886672973633,26.547541195317226,10.33762041670986,46.1484321258353,1.1763926914760046
2016-02-23,27.77750015258789,27.845500946044922,27.26650047302246,27.64699935913086,27.64699935913086,81016000,1,2,2016,0.3280010223388672,27.975000381469727,26.7450008392334,26.25,26.675857271466935,0.9083541980038287,27.82868334452311,26.767522062921188,6.110147899859476,50.23000992322557,1.138714109148298
2016-02-24,27.287500381469727,27.713499069213867,26.657499313354492,27.70199966430664,27.70199966430664,124634000,2,2,2016,-0.05500030517578125,27.64699935913086,27.975000381469727,26.7450008392334,27.01128578186035,0.7603420174923436,27.722516695658367,26.954478253950988,3.7333823008759808,57.060307947593714,1.0923569543021066
2016-02-25,27.775999069213867,27.969499588012695,27.26449966430664,27.75749969482422,27.75749969482422,90510000,3,2,2016,-0.055500030517578125,27.70199966430664,27.64699935913086,27.975000381469727,27.254499980381556,0.6704477568303177,27.617949994405112,27.115124248210204,5.742855980282738,55.9556081746462,1.0721070425851005
2016-02-26,28.006000518798828,28.125,27.65850067138672,27.761499404907227,27.761499404907227,97540000,4,2,2016,-0.0039997100830078125,27.75749969482422,27.70199966430664,27.64699935913086,27.40542847769601,0.6445467907639496,27.573649978637697,27.244426134500728,3.8007049309293066,71.31843802664957,0.9730355398995536
2016-02-29,27.700000762939453,28.24049949645996,27.625499725341797,27.625999450683594,27.625999450683594,82908000,0,2,2016,0.1354999542236328,27.761499404907227,27.75749969482422,27.70199966430664,27.601999827793666,0.3949257124666891,27.50618330637614,27.320753479792824,-1.2475457588100927,78.44902029821479,0.9208211898803711
2016-03-01,27.81450080871582,28.962499618530273,27.799999237060547,28.95199966430664,28.95199966430664,100770000,1,3,2016,-1.3260002136230469,27.625999450683594,27.761499404907227,27.75749969482422,27.9172853742327,0.47046348987677344,27.520949935913087,27.647046088422606,4.72022402223113,86.26130058588446,0.9292140688214984
2016-03-02,29.087499618530273,29.25,28.684999465942383,29.010499954223633,29.010499954223633,91644000,2,3,2016,-0.05850028991699219,28.95199966430664,27.625999450683594,27.761499404907227,28.065213884626115,0.6280422701241399,27.530499903361,27.919765862123466,4.723486772700252,85.4748055702348,0.8888927187238421
2016-03-03,28.898000717163086,28.993499755859375,28.655500411987305,28.874500274658203,28.874500274658203,54826000,3,3,2016,0.1359996795654297,29.010499954223633,28.95199966430664,27.625999450683594,28.24057115827288,0.6622452234867751,27.540033276875814,28.1107289899767,4.0241397536330155,81.79541966433965,0.8238927296229771
2016-03-04,29.053499221801758,29.06999969482422,28.553499221801758,28.756999969482422,28.756999969482422,68330000,4,3,2016,0.11750030517578125,28.874500274658203,29.010499954223633,28.95199966430664,28.391285487583705,0.6388855160490161,27.54023329416911,28.23999198306129,3.5859034487136774,79.60674179677699,0.8062855856759208
2016-03-07,28.677000045776367,28.681499481201172,27.77750015258789,28.139999389648438,28.139999389648438,98538000,0,3,2016,0.6170005798339844,28.756999969482422,28.874500274658203,29.010499954223633,28.44592830113002,0.5901423031932316,27.484266599019367,28.219992375496513,1.8605659494144566,68.4089558794009,0.8142141614641462
2016-03-08,27.89349937438965,28.5674991607666,27.73699951171875,28.01300048828125,28.01300048828125,94600000,1,3,2016,0.1269989013671875,28.139999389648438,28.756999969482422,28.874500274658203,28.48185702732631,0.5476548626796398,27.423816617329916,28.178592194821277,-3.2432964455406235,62.723737689904524,0.8089283534458706
2016-03-09,27.97800064086914,28.017499923706055,27.506500244140625,27.973499298095703,27.973499298095703,87546000,2,3,2016,0.039501190185546875,28.01300048828125,28.139999389648438,28.756999969482422,28.5314998626709,0.4669474637408985,27.354183260599772,28.137572186137472,-3.5745700962211546,68.24000807428341,0.7830355507986886
2016-03-10,28.336999893188477,28.350000381469727,27.395000457763672,27.946500778198242,27.946500778198242,78398000,3,3,2016,0.026998519897460938,27.973499298095703,28.01300048828125,28.139999389648438,28.38785716465541,0.4706752022662582,27.313483301798502,28.09935683926123,-3.213906691484537,64.1137069194204,0.7776783534458706
2016-03-11,28.34749984741211,28.503000259399414,28.136499404907227,28.480499267578125,28.480499267578125,75426000,4,3,2016,-0.5339984893798828,27.946500778198242,27.973499298095703,28.01300048828125,28.312142780848912,0.3894399218956522,27.203916613260905,28.17558702491456,-0.9615074666958503,57.09870805961451,0.7254641396658761
2016-03-14,28.350000381469727,28.844499588012695,28.15250015258789,28.668500900268555,28.668500900268555,69084000,0,3,2016,-0.1880016326904297,28.480499267578125,27.946500778198242,27.973499298095703,28.28271429879325,0.34512404198507124,27.181199963887533,28.274171558792222,1.8781148617029872,64.93205087527261,0.724285534449986
2016-03-15,28.549999237060547,29.076000213623047,28.350000381469727,28.85099983215332,28.85099983215332,77536000,1,3,2016,-0.18249893188476562,28.668500900268555,28.480499267578125,27.946500778198242,28.296142850603378,0.3677415066129835,27.184883308410644,28.389538860041586,2.991465852515987,66.19223050759257,0.700714111328125
2016-03-16,28.832000732421875,29.06599998474121,28.55699920654297,28.713499069213867,28.713499069213867,70754000,2,3,2016,0.13750076293945312,28.85099983215332,28.668500900268555,28.480499267578125,28.37807137625558,0.3903465007146403,27.22183329264323,28.45433164167883,2.6453600360557665,63.16803850428103,0.6867141723632812
2016-03-17,28.475500106811523,28.56999969482422,27.750499725341797,27.972000122070312,27.972000122070312,118562000,3,3,2016,0.7414989471435547,28.713499069213867,28.85099983215332,28.668500900268555,28.37221418108259,0.39698851931408896,27.269116655985513,28.357864456588697,0.0912434228329687,52.40985454359653,0.7221784591674805
2016-03-18,28.047000885009766,28.116500854492188,27.304500579833984,27.604000091552734,27.604000091552734,145938000,4,3,2016,0.3680000305175781,27.972000122070312,28.713499069213867,28.85099983215332,28.31942858014788,0.47561791362707245,27.295483334859213,28.207090481799444,-3.0775414707114606,49.760876451865975,0.7362499237060547
2016-03-21,27.445499420166016,27.761999130249023,26.929000854492188,27.698999404907227,27.698999404907227,103114000,0,3,2016,-0.09499931335449219,27.604000091552734,27.972000122070312,28.713499069213867,28.284071241106307,0.5154901590770854,27.381899960835774,28.105471672356778,-3.38176557865377,31.403960199849962,0.7002855028424945
2016-03-22,27.25550079345703,28.13800048828125,27.252500534057617,28.02400016784668,28.02400016784668,80012000,1,3,2016,-0.3250007629394531,27.698999404907227,27.604000091552734,27.972000122070312,28.218857084001815,0.5153742029158289,27.502533276875813,28.089177295249126,-2.8664506225707354,36.432398344637704,0.7231783185686383
2016-03-23,28.049999237060547,28.624000549316406,27.905000686645508,28.48150062561035,28.48150062561035,79674000,2,3,2016,-0.4575004577636719,28.02400016784668,27.698999404907227,27.604000091552734,28.192142759050643,0.49252240160987104,27.648466618855796,28.167642254893636,-0.8079769137306587,45.03411971520389,0.7491783414568219
2016-03-24,28.355499267578125,29.177499771118164,28.354000091552734,29.147499084472656,29.147499084472656,103710000,3,3,2016,-0.6659984588623047,28.48150062561035,28.02400016784668,27.698999404907227,28.234499795096262,0.5659099063681685,27.802583249409995,28.363614207383943,4.202412974661966,54.33358536062905,0.7711068562098912
2016-03-28,29.219999313354492,29.237499237060547,28.777999877929688,28.993499755859375,28.993499755859375,62430000,0,3,2016,0.15399932861328125,29.147499084472656,28.48150062561035,28.02400016784668,28.274499893188477,0.6133194808655723,27.9293332417806,28.489591618735,5.0336895366546885,60.55660195750559,0.7339639663696289
2016-03-29,29.00749969482422,29.792499542236328,28.825000762939453,29.69300079345703,29.69300079345703,87852000,1,3,2016,-0.6995010375976562,28.993499755859375,29.147499084472656,28.48150062561035,28.520357131958008,0.791041816552055,28.073966598510744,28.73027391473509,7.198821009384701,68.20152852469099,0.7437496185302734
